,name,author,book_depository_stars,isbn,category
21346,Mastering Ethereum,Andreas Antonopoulos,4.5,9781491971949,Reference
21348,Words That Change Minds,Shelle Rose Charvet,4.0,9780787234799,Reference
21349,The Art of Worldly Wisdom,Baltasar Gracián Y Morales,4.0,9780486440347,Reference
21350,"Writing Screenplays That Sell, New Twentieth Anniversary Edition",Michael Hauge,4.0,9780061791437,Reference
21351,Art of Manliness Collection,Brett McKay,4.5,9781440322488,Reference
21352,Expect Wonderful Things,Meredith Gaston,4.5,9781449480523,Reference
21353,The Well-Educated Mind,Susan Wise Bauer,4.0,9780393050943,Reference
21354,Bridge: Winning Ways to Play Your Cards,Paul Mendelson,4.0,9780716021971,Reference
21355,"Music Theory for Young Musicians, Bk 5",Ying Ying Ng,5.0,9789671000359,Reference
21356,The Art and Craft of Feature Writing: Based on the Wall Street Journal Guide,William E. Blundell,4.0,9780452261587,Reference
21357,Deep Thinking,Garry Kasparov,4.0,9781473653511,Reference
21358,Modern Japan: A Very Short Introduction,Christopher Goto-Jones,4.0,9780199235698,Reference
21359,How to Draw Portraits in Charcoal,Nathan Fowkes,4.5,9781624650314,Reference
21360,The Actor's Life,Jenna Fischer,4.0,9781944648220,Reference
21361,The Bottom Billion,Paul Collier,4.0,9780195373387,Reference
21362,Random House Japanese-English English-JapaneseDictionary,Seigo Nakao,4.0,9780345405487,Reference
21363,A-Z Guide To Drug-Herb-Vitamin Interactions,Alan R. Gaby,4.0,9780307336644,Reference
21364,Star Wars Annual 2020,Lucasfilm,0.0,9781405294492,Reference
21365,The Jazz Standards,Ted Gioia,4.5,9780199937394,Reference
21366,ECG Ruler Pocketcard,Borm Bruckmeier Publishing,0.0,9781591030027,Reference
21367,The Queen's English,Dr Bernard C. Lamb,4.0,9781782434344,Reference
21368,Summary of The Intelligent Investor,Instaread Summaries,3.5,9781945272240,Reference
21369,The New Penguin Atlas of Ancient History,Colin McEvedy,4.0,9780140513486,Reference
21370,The Library at Night,Alberto Manguel,4.0,9780300151305,Reference
21371,Atlas of World History,Patrick O'Brien,4.0,9780199746538,Reference
21372,Conflict Is Not Abuse,Sarah Schulman,4.0,9781551526430,Reference
21373,Oxford IB Diploma Programme: Mathematics Higher Level Course Companion,Josip Harcet,4.5,9780198390121,Reference
21374,The Tactical Guide to Women,Shawn T Smith,4.5,9780990686446,Reference
21375,Shoestring Chic,Kerrie Hess,3.5,9781599219882,Reference
21376,Fermentation for Beginners,Drakes Press,4.0,9781623152567,Reference
21377,The Oxford Dictionary of Music,Tim Rutherford-Johnson,4.0,9780199578542,Reference
21378,The Human Body,Martyn Page,4.0,9780789479884,Reference
21379,Speeches That Changed the World,Quercus,4.0,9781786481375,Reference
21380,Rainbow in the Cloud,Maya Angelou,4.0,9780349006147,Reference
21381,"Crucial Conversations: Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,4.0,9780071775304,Reference
21382,Collins Fungi Guide,Stefan T. Buczacki,4.5,9780007466481,Reference
21383,Complexity,Melanie Mitchell,4.0,9780199798100,Reference
21384,Information Graphics,Sandra Rendgen,4.5,9783836528795,Reference
21385,Medical Terminology For Dummies,Beverley Henderson,4.0,9781118944042,Reference
21386,"I, Steve",George Beahm,3.5,9781932841664,Reference
21387,Nonlinear Dynamics and Chaos,Steven H. Strogatz,4.5,9780813349107,Reference
21388,What are Universities For?,Stefan Collini,3.5,9781846144820,Reference
21389,The Onion Book of Known Knowledge,The Onion,4.0,9780316133265,Reference
21390,Rum The Manual,Dave Broom,4.0,9781845339623,Reference
21391,Oxford IB Diploma Programme: English A: Language and Literature Course Companion,Rob Allison,4.0,9780198389972,Reference
21392,101 Conversation Starters For Couples,Gary D Chapman,4.0,9780802408372,Reference
21393,The Penguin Atlas of World History,Hermann Kinder,4.0,9780141012629,Reference
21394,Little Book of Conflict Transformation,John Lederach,4.0,9781561483907,Reference
21395,Ultimate Star Wars,DK,4.5,9780241007907,Reference
21396,Jane Austen Address Book,Potter Gift,5.0,9780307352385,Reference
21397,NASA Space Shuttle Manual,David Baker,4.0,9781844258666,Reference
21398,"World For Kids, The, Poster Sized, Boxed",National Geographic Maps,0.0,9781597755955,Reference
21399,The Penguin Historical Atlas of Ancient Greece,Robert Morkot,4.0,9780140513356,Reference
21400,Oxford IB Diploma Programme: English A: Literature Course Companion,Hannah Tyson,3.5,9780198390084,Reference
21401,The Rise of the Creative Class--Revisited,Richard Florida,3.5,9780465042487,Reference
21403,"Visual Aid: Stuff You've Forgotten, Things You Never Thought You Knew and Lessons You Didn't Get Around to Learning",Draught Associates,4.0,9781906155483,Reference
21404,"A Dictionary of Construction, Surveying, and Civil Engineering",Christopher Gorse,4.5,9780199534463,Reference
21405,"An Introduction to Information Theory, Symbols, Signals and Noise",John R. Pierce,4.0,9780486240619,Reference
21406,The New Encyclopedia of Snakes,Chris Mattison,4.5,9780691132952,Reference
21407,Culinary Reactions,Simon Quellen Field,3.5,9781569767061,Reference
21408,The Prayer That Changes Everything (R),Stormie Omartian,4.5,9780736914116,Reference
21409,Speaking in Tongues,Ella Frances Sanders,4.0,9781910931264,Reference
21410,Lonely Planet Canada Planning Map,Lonely Planet,0.0,9781787014589,Reference
21411,Practical Spirituality,Marshall B. Rosenberg,4.0,9781892005144,Reference
21412,The Library Book,Susan Orlean,4.0,9781476740188,Reference
21413,Sri Lanka Travel Map,Periplus Editors,5.0,9780794606039,Reference
21414,Wisden Cricketers' Almanack 2019,Lawrence Booth,5.0,9781472964052,Reference
21415,The Penguin Dictionary of Mathematics,David Nelson,4.5,9780141030234,Reference
21416,The Real North Korea,Andrei Lankov,4.0,9780199390038,Reference
21417,The Jane Austen Handbook,Margaret Sullivan,4.0,9781594745058,Reference
21418,The Simple Abundance Journal of Gratitude,Sarah Ban Breathnach,4.0,9780446521062,Reference
21419,QI: Advanced Banter,John Lloyd,4.0,9780571323883,Reference
21420,Bitcoin and Cryptocurrency Technologies,Arvind Narayanan,4.5,9780691171692,Reference
21421,The Cambridge Encyclopedia of Language,David Crystal,4.5,9780521736503,Reference
21422,China's Asian Dream,Tom Miller,4.0,9781783609239,Reference
21423,Chambers Dictionary of Etymology,Chambers,4.5,9780550142306,Reference
21424,Lawyer's Latin,John Gray,4.5,9780709082774,Reference
21425,Europe Route Planner,AA Publishing,0.0,9780749575380,Reference
21426,The New Children's Encyclopedia,DK,4.5,9781405336581,Reference
21427,"Fewer, Better Things",Glenn Adamson,3.5,9781632869647,Reference
21428,The SAGE Handbook of Qualitative Research,Norman K. Denzin,4.0,9781483349800,Reference
21429,How We Became Posthuman,N. Katherine Hayles,4.0,9780226321462,Reference
21430,Stones Into Schools,Greg Mortenson,4.0,9780143118237,Reference
21431,Lonely Planet Pocket Vancouver,Lonely Planet,4.0,9781786576989,Reference
21432,Majestic Traditional Silver-Edged Bible Tabs,Ellie Claire,4.5,9781934770917,Reference
21433,The Bed of Procrustes,Nassim Nicholas Taleb,4.0,9781400069972,Reference
21434,Post-Truth,Lee McIntyre,4.0,9780262535045,Reference
21435,Simply Complexity,Neil Johnson,3.5,9781851686308,Reference
21436,Leadership,Peter G. Northouse,4.0,9781544331942,Reference
21437,Match Wits With Mensa,Abbie Salny,4.0,9780738202501,Reference
21438,A History Of The World,Neil MacGregor,4.0,9781408469880,Reference
21439,The IVP Bible Background Commentary: Old Testament,John Walton,4.5,9780830814190,Reference
21440,The Anatomy of Peace: Resolving the Heart of Conflict,The Arbinger Institute,4.5,9781626564312,Reference
21441,Lonely Planet India Planning Map,Lonely Planet,0.0,9781787014572,Reference
21442,Show and Tell,Dan Roam,4.0,9780241004371,Reference
21443,What Would Jane Do?,Potter Style,4.0,9780804185622,Reference
21444,Collins World Atlas: Complete Edition,Collins Maps,5.0,9780008136666,Reference
21445,Research is Ceremony,Shawn Wilson,4.5,9781552662816,Reference
21446,The Literature Review,Lawrence A. Machi,3.5,9781506336244,Reference
21447,Oxford IB Diploma Programme,Kawther Saa'd Aldin,3.0,9780199129683,Reference
21448,The Illustrated World Encyclopaedia of Insects,Martin Walters,4.5,9780754819097,Reference
21449,The Consulting Bible,Alan Weiss,4.0,9780470928080,Reference
21450,Cryptography Engineering,Niels Ferguson,4.0,9780470474242,Reference
21451,North Korea Confidential,Daniel Tudor,4.0,9780804844581,Reference
21452,The Southern Night Sky,James Kavanagh,5.0,9781583551684,Reference
21453,Wisdom Sits in Places,Keith H. Basso,4.0,9780826317247,Reference
21454,The Penguin Historical Atlas of Ancient Civilizations,John Haywood,4.0,9780141014487,Reference
21455,Qualitative Research,Sharan B. Merriam,4.0,9781119003618,Reference
21456,Contextual Wellbeing,Helen Street,0.0,9780980639711,Reference
21457,Croatia / Slovenia Marco Polo Map,Marco Polo,0.0,9783829767101,Reference
21458,Lonely Planet's Global Beer Tour,Lonely Planet Food,3.5,9781786577955,Reference
21459,Mythology 101,Kathleen Sears,4.0,9781440573323,Reference
21460,What We Say Matters,P. T. Judith Hanson Lasater,4.0,9781930485242,Reference
21461,Britain's Birds,Rob Hume,4.5,9780691158891,Reference
21462,Blood Brothers,Elias Chacour,4.5,9780801015731,Reference
21463,The Landmark Thucydides,Victor Davis Hanson,4.0,9780684827902,Reference
21464,A Political History of the World,Jonathan Holslag,3.5,9780241352045,Reference
21465,Pictorial Websters,John M. Carrera,4.5,9780811867184,Reference
21466,Backyard Farming: Keeping Honey Bees,Kim Pezza,3.5,9781578264520,Reference
21467,The Element Encyclopedia of Secret Signs and Symbols,Adele Nozedar,4.0,9780007298969,Reference
21468,Vietnam,Bill Hayton,4.0,9780300178142,Reference
21469,Lonely Planet Paris City Map,Lonely Planet,4.0,9781786574152,Reference
21470,"Information Architecture, 4e",Louis Rosenfeld,4.0,9781491911686,Reference
21471,Roget's Thesaurus of Words for Writers,David Olsen,4.0,9781440573118,Reference
21472,"Encyclopedia of Electronic Components: LEDs, LCDs, Audio, Thyristors, Digital Logic, and Amplification: Volume 2",Charles Platt,4.5,9781449334185,Reference
21473,Star Wars Storyboards,Iain McCaig,4.5,9781419707728,Reference
21474,Introducing Qualitative Research in Psychology,Carla Willig,4.0,9780335244492,Reference
21475,Doing Research in Counselling and Psychotherapy,John McLeod,4.5,9781446201398,Reference
21476,"Thailand, Vietnam, Laos, Cambodia Marco Polo Map",Marco Polo,4.0,9783829767453,Reference
21477,Life,Paulo Coelho,4.0,9780061374814,Reference
21478,1001 Books You Must Read Before You Die,Cassell Illustrated,4.0,9781844037407,Reference
21479,The Penguin History of Economics,Professor Roger E. Backhouse,3.5,9780140260427,Reference
21480,Manhattan GMAT Test Simulation Booklet w/ Marker,Manhattan Gmat,4.0,9780979017582,Reference
21481,Math with Bad Drawings,Ben Orlin,4.5,9780316509039,Reference
21482,The Oxford Handbook of International Relations,Christian Reus-Smit,4.0,9780199585588,Reference
21483,50 Economics Classics,Tom Butler-Bowdon,4.0,9781857886733,Reference
21485,Your Personal Horoscope 2019,Joseph Polansky,3.0,9780008273507,Reference
21486,The Penguin Historical Atlas of the Vikings,John Haywood,4.0,9780140513288,Reference
21487,ITIL service lifecycle publication suite [print],Great Britain: Cabinet Office,4.0,9780113313235,Reference
21488,Gut Feelings,Gerd Gigerenzer,3.5,9780141015910,Reference
21489,Access to History for the IB Diploma: The move to global war,Andy Dailey,3.0,9781471839320,Reference
21490,Possible Minds,John Brockman,4.0,9780525557999,Reference
21491,Integrated Korean,Young-mee Yu Cho,4.5,9780824836504,Reference
21492,Paths Day Planner 2019,Paulo Coelho,4.5,9780525564065,Reference
21493,Essential Dictionary of Music,Lindsey C. Harnsberger,4.0,9780882847283,Reference
21494,Leonardo da Vinci for Kids,Janis Herbert,4.0,9781556522987,Reference
21495,RHS Practical Latin for Gardeners,The Royal horticultural society,4.5,9781784722265,Reference
21496,The Uses of Literacy,Richard Hoggart,4.0,9780141191584,Reference
21497,"Graphic Artists Guild Handbook: Pricing & Ethical Guidelines, 15th Edition",Artists Guild Graphic,4.5,9781507206683,Reference
21498,Muscular System,Vincent Perez,0.0,9781572224971,Reference
21499,Morbid Curiosities:Collections of the Uncommon and the Bizarre,Paul Gambino,4.0,9781780678665,Reference
21500,The Tipping Point,Malcolm Gladwell,4.0,9780316316965,Reference
21501,A Book of Book Lists,Alex Johnson,3.5,9780712352253,Reference
21502,Essential Kanji,P. G. O'Neill,4.0,9780834802223,Reference
21503,On Method Acting,David Easty,4.0,9780804105224,Reference
21504,The Penguin Dictionary of Philosophy,Thomas Mautner,4.0,9780141018409,Reference
21505,Lonely Planet Pocket Bordeaux,Lonely Planet,4.5,9781787016903,Reference
21506,The WikiLeaks Files,Julian Assange,4.0,9781781688748,Reference
21507,Waterford Whispers News 2018,Colm Williamson,4.5,9780717181469,Reference
21508,Dictionary of Subjects and Symbols in Art,James Hall,4.5,9780813343938,Reference
21509,African History: A Very Short Introduction,John Parker,3.5,9780192802484,Reference
21510,"Encyclopaedia of Embroidery Stitches, Including Crewel",Marion Nichols,4.5,9780486229294,Reference
21511,The Penguin Historical Atlas of Ancient Rome,Chris Scarre,4.0,9780140513295,Reference
21512,Oxford IB Diploma Programme: Environmental Systems and Societies Course Companion,Jill Rutherford,5.0,9780198332565,Reference
21513,Bantam New Coll Latin/Eng(Rev),John Traupman,4.0,9780553590128,Reference
21514,How to Design and Report Experiments,Andy Field,4.0,9780761973836,Reference
21515,California Marco Polo Map,Marco Polo,0.0,9783829767408,Reference
21516,Mission Moon 3-D,David Eicher,4.5,9781999667405,Reference
21517,Swans: Sacrifice and Transcendence,Nick Soulsby,4.5,9781911036395,Reference
21518,Living By The Book,Howard G. G. Hendricks,4.5,9780802408235,Reference
21519,How to Write a Better Thesis,David Evans,4.0,9780522861266,Reference
21520,Craft Coffee: A Manual,Jessica Easto,4.5,9781572842335,Reference
21521,Practice Psychometric Tests,Andrea Shavick,3.5,9781845280208,Reference
21522,The Birth of Korean Cool,EUNY HONG,4.0,9781250045119,Reference
21523,Model Engineer's Handbook,Tubal Cain,3.5,9781854861344,Reference
21524,The Book of Christmas,Jane Struthers,3.5,9780091947293,Reference
21525,"The Anatomy Of Exercise And Movement For The Study Of Dance, Pilates, Sports, And Yoga",Jo Ann Staugaard-Jones,4.0,9781583943519,Reference
21526,Color ME Beautiful,Carole Jackson,4.0,9780345345882,Reference
21527,Representation,Sean Nixon,4.0,9781849205634,Reference
21528,Inside the White Cube,Brian O'Doherty,4.0,9780520220409,Reference
21529,Porsche 944 (83 - 89),Larry Warren,3.5,9781850106579,Reference
21530,Guided Inquiry Design (R),Carol Collier Kuhlthau,4.0,9781610690096,Reference
21531,Reading Images,Gunther Kress,4.0,9780415319157,Reference
21532,Essential Songwriter's Rhyming Dictionary,Kevin M Mitchell,4.0,9780882847290,Reference
21533,The Power Elite,C. Wright Mills,4.0,9780195133547,Reference
21534,"Robert's Rules of Order Newly Revised In Brief, 2nd edition",Henry M. Robert,4.0,9780306820199,Reference
21535,How To Be Your Dog's Best Friend,Monks of New Skete,4.0,9780316610001,Reference
21536,Freedom from Fear,Aung San Suu Kyi,4.0,9780141039497,Reference
21537,The Participatory Museum,Nina Simon,4.0,9780615346502,Reference
21538,1 Corinthians,David E. Garland,4.0,9780801026300,Reference
21539,The Art of Statistics,David Spiegelhalter,4.5,9780241258767,Reference
21540,Pax Romana,Adrian Goldsworthy,4.0,9781474604376,Reference
21541,Berenstain Bears & Mamas New Job,Jan Berenstain,4.0,9780394868813,Reference
21542,Blood and Silk,Michael R. J. Vatikiotis,4.0,9781474602037,Reference
21543,VW Beetle & Karmann Ghia (54 - 79),Ken Freund,4.0,9781850107293,Reference
21544,A Dictionary of Geology and Earth Sciences,Michael Allaby,4.0,9780199653065,Reference
21545,Islam For Dummies,Malcolm Clark,3.5,9780764555039,Reference
21546,Gemstones,Cally Hall,4.0,9781405357975,Reference
21547,On Becoming a Novelist,J.C. Gardner,4.0,9780393320039,Reference
21548,Michelin Italy Road Atlas,Michelin,4.0,9782067192454,Reference
21549,Blueprint for Revolution,Srdja Popovic,4.5,9781922247872,Reference
21550,A New Genealogical Atlas of Ireland,Brian Mitchell,4.0,9780806316840,Reference
21551,PhD,James Hayton,4.0,9780993174100,Reference
21552,Learn Dewey Decimal Classification (Edition 23) International Edition,Lynn Farkas,3.0,9781590954362,Reference
21553,The Art of Cursive Penmanship,Michael R. Sull,4.0,9781510730526,Reference
21554,Better Conversations,Jim Knight,4.0,9781506307459,Reference
21555,The Penguin Dictionary of English Synonyms & Antonyms,Rosalind Fergusson,4.5,9780140511680,Reference
21556,The Penguin Dictionary of Geology,Philip Kearey,4.0,9780140514940,Reference
21557,5 Steps to a 5: AP Macroeconomics 2019,Eric R. Dodge,0.0,9781260122961,Reference
21558,The Literature Review,Diana Ridley,3.5,9781446201435,Reference
21559,Capitalism: A Ghost Story,Arundhati Roy,4.0,9781608463855,Reference
21560,Know Your Style,Alyson Walsh,3.5,9781784881184,Reference
21561,How to Taste,Jancis Robinson,4.0,9781416596653,Reference
21562,An Illustrated Encyclopedia of the Uniforms of the Roman World,Kevin F. Kiley,4.0,9780754823872,Reference
21563,How Science Works,DK,4.5,9781465464194,Reference
21564,SAS Self-Defense Handbook,John 'Lofty' Wiseman,4.0,9781585740604,Reference
21565,Serious Cryptography,Jean-Philippe Aumasson,4.5,9781593278267,Reference
21566,Complete Book of Baby Names,Lesley Bolton,3.5,9781402266706,Reference
21567,Women's Encyclopedia of Myths and Secrets,Barbara G. Walker,4.5,9780062509253,Reference
21568,Pears' Cyclopaedia 2017-2018,Chris Cook,5.0,9780141985541,Reference
21569,Catholic Bible Dictionary,Scott Hahn,4.5,9780385512299,Reference
21570,Dictionary of Word Origins,John Ayto,4.5,9781611450538,Reference
21571,Understanding the Media,Eoin Devereux,4.0,9781446248805,Reference
21572,"Robert's Rules of Order (Newly Revised, 11th edition)",Henry M. Robert,4.0,9780306820205,Reference
21573,Conversation,Theodore Zeldin,3.5,9781587680007,Reference
21574,Dark Territory,Fred Kaplan,4.0,9781501140839,Reference
21575,The Italians,John Hooper,3.5,9780241957622,Reference
21576,Great British Wit,Rosemarie Jarski,4.0,9780091906313,Reference
21577,Being Genuine,Thomas D'Ansembourg,4.0,9781892005212,Reference
21578,How to Write Short,Roy Peter Clark,3.5,9780316204323,Reference
21579,Dictionary of Angels,Gustav Davidson,4.0,9780029070529,Reference
21580,Emily Post's Etiquette,Peggy Post,4.0,9780061740237,Reference
21581,A Dictionary of Nursing,Elizabeth A. Martin,2.5,9780198788454,Reference
21582,Doing a Literature Review in Health and Social Care: A Practical Guide,Helen Aveyard,4.0,9780335263073,Reference
21583,The Science Book,DK,4.0,9781465419651,Reference
21584,Morpho,Michel Lauricella,4.5,9781681983745,Reference
21585,Statistics Using Stata,Sharon Lawner Weinberg,4.0,9781107461185,Reference
21586,The Oxford Companion to Cheese,Mateo Kehler,4.5,9780199330881,Reference
21587,Lonely Planet Spain Planning Map,Lonely Planet,0.0,9781787014527,Reference
21588,Critical Mass,Philip Ball,4.0,9780099457862,Reference
21589,Brian May's Red Special,Brian May,4.5,9781480341470,Reference
21590,The Encyclopedia of Coloured Pencil Techniques,Judy Martin,4.5,9781782214779,Reference
21591,Doing a Systematic Review,Angela Boland,4.0,9781473967014,Reference
21592,Leadership Without Easy Answers,Ronald A. Heifetz,4.0,9780674518582,Reference
21593,Confident Data Skills,Kirill Eremenko,4.5,9780749481544,Reference
21594,Art Is the Highest Form of Hope & Other Quotes by Artists,Phaidon Editors,4.0,9780714872438,Reference
21595,The Complete Guide to Sharpening,Leonard Lee,4.0,9781561581252,Reference
21597,"WWE Encyclopedia Of Sports Entertainment, 3rd Edition",Steve Pantaleo,4.5,9781465453136,Reference
21598,"Information Theory, Inference and Learning Algorithms",David J. C. MacKay,4.5,9780521642989,Reference
21599,"Encyclopedia of Electronic Components: Sensors for Location, Presence, Proximity, Orientation, Oscillation, Force, Load, Human Input, Liquid and Gas Properties, Light, Heat, Sound, and Electricity: Volume 3",Charles Platt,4.5,9781449334314,Reference
21600,The Pocket Oracle and Art of Prudence,Baltasar Gracian,4.0,9780141442457,Reference
21601,The Art of Explanation,Lee Lefever,4.0,9781118374580,Reference
21602,365 Best Inspirational Quotes,K Kruse,3.5,9781502941008,Reference
21603,The Encyclopedia of Beading Techniques,Sara Withers,4.0,9781844480470,Reference
21604,Scientific Methods of Inquiry for Intelligence Analysis,Hank Prunckun,4.5,9781442224322,Reference
21605,How to Win a Cosmic War,Reza Aslan,4.0,9780099538899,Reference
21606,The Language of New Media,Lev Manovich,4.0,9780262632553,Reference
21607,The Secret Language Of Color,Arielle Eckstut,4.0,9781579129491,Reference
21608,Ultimate Encyclopedia of Mythology,Arthur Cotterell,4.0,9781780191881,Reference
21609,Cybernetics,Norbert Wiener,4.0,9781614275022,Reference
21610,Wisden Cricketers' Almanack 2016,Lawrence Booth,4.5,9781472924544,Reference
21611,The Place To Be,Lonely Planet,4.0,9781787011250,Reference
21612,"Gulls of Europe, Asia and North America",Klaus Malling Olsen,4.5,9780713670875,Reference
21613,Easy Learning Italian Grammar and Practice,Collins Dictionaries,4.0,9780008141660,Reference
21614,"Whales, Dolphins and Porpoises",Mark Carwardine,4.5,9780789489906,Reference
21615,"Merriam-Webster's Collegiate Dictionary, Eleventh Edition: Revised and Updated",Merriam-webster Inc.,4.5,9780877798095,Reference
21616,The Mammoth Book of Lost Symbols,Nadia Julien,4.0,9781780331263,Reference
21617,50 Self-Help Classics,Tom Butler-Bowdon,4.0,9781857883237,Reference
21618,Photographer's Guide to the Nikon Coolpix P900,Alexander S White,4.5,9781937986483,Reference
21619,Qualitative Data Analysis,Patricia Bazeley,4.0,9781849203036,Reference
21620,Porsche 911 (65 - 89),J. H. Haynes,0.0,9781850106982,Reference
21621,A Concise Introduction to Mixed Methods Research,John W. Creswell,4.0,9781483359045,Reference
21622,"National Geographic Concise Atlas of the World, 4th Edition",National Geographic,4.5,9781426216602,Reference
21623,Interaction Ritual,Erving Goffman,4.0,9780394706313,Reference
21624,Details: Men's Style Manual,Daniel Peres,4.0,9781592403288,Reference
21625,"The Chambers Crossword Dictionary, 4th Edition",Chambers,5.0,9781473608405,Reference
21626,How to Write History that People Want to Read,Ann Curthoys,4.0,9780230290389,Reference
21628,The Rules in Practice 2017-2020,Bryan Willis,4.5,9781909911529,Reference
21629,Oxford IB Skills and Practice: Economics for the IB Diploma,Constantine Ziogas,3.5,9780198389996,Reference
21630,How Buildings Learn: and Fail to Learn,Stewart Brand,4.5,9780140139969,Reference
21631,Access to History for the IB Diploma: Causes and effects of 20th-century wars Second Edition,Andy Dailey,0.0,9781471841347,Reference
21632,Lonely Planet Route 66 Road Trips,Lonely Planet,4.0,9781786573582,Reference
21633,Tintin au pays des Soviets,Herge,3.5,9782203003033,Reference
21634,IB Geography Course Book: Oxford IB Diploma Programme,Garrett Nagle,5.0,9780198389170,Reference
21635,Quality Research Papers,Nancy Jean Vyhmeister,3.5,9780310514022,Reference
21636,Llewellyn's Complete Formulary of Magical Oils,Celeste Rayne Heldstab,4.5,9780738727516,Reference
21637,The Archisutra,Miguel Bolivar,4.5,9781530172450,Reference
21638,Rolex Replications,Philadelphia Watch Society,0.0,9781500874261,Reference
21639,China's Future,David Shambaugh,4.0,9781509507146,Reference
21640,The Art of War,Sun Tzu,4.0,9781784048174,Reference
21641,Future Noir Revised & Updated Edition,Paul M Sammon,4.5,9780062699466,Reference
21642,Geography Study Guide: Oxford IB Diploma Programme,Garrett Nagle,5.0,9780198389156,Reference
21643,Maps of the Ancient Sea Kings,Charles H. Hapgood,4.0,9780932813428,Reference
21644,The End of Money,New Scientist,4.0,9781473629530,Reference
21645,Tao of Charlie Munger,Associate Professor School of Law David Clark Ph.D.,4.0,9781501153341,Reference
21646,This Is an Uprising,Mark Engler,4.5,9781568585703,Reference
21647,Malt Whisky Yearbook 2017,Ingvar Ronde,4.5,9780957655331,Reference
21648,Emergency Food Storage,Peggy Layton,4.0,9780761563679,Reference
21649,The Bushcraft Boxed Set,Dave Canterbury,5.0,9781507206690,Reference
21650,The Oxford Dictionary of Art and Artists,Ian Chilvers,4.0,9780199532940,Reference
21651,Robotics,Kathy Ceceri,4.0,9781936749751,Reference
21652,Negotiating the Nonnegotiable,Daniel Shapiro,4.0,9780143110170,Reference
21653,Imaginary World of,Keri Smith,4.0,9780399165252,Reference
21654,Lines,Tim Ingold,4.0,9781138640399,Reference
21655,London: A History in Maps,Peter Barber,4.5,9780712358798,Reference
21656,Chronicle of the Roman Emperors,Chris Scarre,4.0,9780500289891,Reference
21657,How to Write A Damn Good Novel,Frey,4.0,9780312010447,Reference
21658,The Everything Wedding Organizer,Shelly Hagen,4.0,9781440598999,Reference
21659,Top 10 of Everything 2019,Paul Terry,4.5,9780600635482,Reference
21660,"The Music Road, Bk 2",Constance Starr,0.0,9780874876116,Reference
21661,Mess,Keri Smith,4.0,9780399536007,Reference
21662,The Power Of Limits,Gyorgy Doczi,4.5,9781590302590,Reference
21663,Atlas of Cursed Places,Olivier Le Carrer,3.0,9781631910005,Reference
21664,Created to Be His Help Meet,Debi Pearl,3.5,9781616440756,Reference
21665,Language Myths,Laurie Bauer,3.5,9780140260236,Reference
21666,Berklee Jazz Guitar Chord Dictionary,Rick Peckham,4.5,9780876390795,Reference
21667,"Days of Destruction, Days of Revolt",Chris Hedges,4.0,9781568588247,Reference
21668,How to Read Buildings,Carol Davidson Cragoe,4.0,9780847831128,Reference
21669,The Order of Things,Jackie Strachan,4.0,9781472139900,Reference
21670,Working with Spoken Discourse,Deborah Cameron,4.0,9780761957737,Reference
21671,The School of Life Dictionary,The School of Life,4.5,9780995753594,Reference
21672,The Little Book of Aviation,Norman Ferguson,4.5,9780752488370,Reference
21673,The Adventure of English,Melvyn Bragg,4.0,9781611450071,Reference
21674,The Penguin Dictionary of International Relations,Graham Evans,4.0,9780140513974,Reference
21675,Michelin Spain & Portugal Road Atlas,Michelin,1.0,9782067192447,Reference
21676,Guinness World Records 2019,Guinness World Records Ltd,4.0,9781684127184,Reference
21677,Active Listening,Carl R Rogers,4.0,9781614278726,Reference
21678,The Construction of Social Reality,John R. Searle,4.0,9780140235906,Reference
21679,Understanding Border Collies,Barbara Sykes,4.0,9781861262806,Reference
21680,Raphael's Ephemeris 2019,Edwin Raphael,5.0,9780572047320,Reference
21681,Lonely Planet's Atlas of Adventure,Lonely Planet,4.0,9781786577597,Reference
21682,InterViews,Svend Brinkmann,3.5,9781452275727,Reference
21683,Classical Art,Mary Beard,4.0,9780192842374,Reference
21684,"Master Handbook of Acoustics, Sixth Edition",F.Alton Everest,4.0,9780071841047,Reference
21685,Lonely Planet Tokyo City Map,Lonely Planet,0.0,9781786577832,Reference
21686,Viz Annual 2020: The Trumpeter's Lips,Viz Magazine,0.0,9781781067123,Reference
21687,Investing 101,Michele Cagan,4.0,9781440595134,Reference
21688,Goode on Commercial Law,Professor Sir Roy Goode,3.5,9780141030227,Reference
21689,Research Methods for Product Design,Alex Milton,3.5,9781780673028,Reference
21690,Red Dead Redemption 2,Piggyback,4.5,9781911015543,Reference
21691,The Black Swan,Nassim Nicholas Taleb,4.0,9781400063512,Reference
21692,"Schaum's Outline of Mathematical Handbook of Formulas and Tables, Fifth Edition",Seymour Lipschutz,4.5,9781260010534,Reference
21693,1947,Elisabeth Åsbrink,4.0,9781911617099,Reference
21694,Social Work Methods and Skills,Karen Healy,4.5,9780230575172,Reference
21695,Marvel Universe Crochet,Kati Galusz,4.5,9781626866553,Reference
21696,The Wit and Wisdom of Winston Churchill,James C. Humes,4.0,9780060925772,Reference
21697,A Critical Dictionary of Psychoanalysis,Charles Rycroft,4.0,9780140513103,Reference
21698,The Maria Thun Biodynamic Calendar 2018: 2018,Matthias Thun,0.0,9781782504313,Reference
21699,War with Russia,Stephen F. Cohen,4.0,9781510745810,Reference
